Document ,Excerpt Copy,Code
NHTF Hearing.txt," HUD’s own worst case housing needs analysis 
shows that the number of low-income—and many of the families 
who will be targeted by this fund, the number of families who need 
that sort of assistance has gone up. 

Sadly that has gone up by 800,000 families between 2003 and 
2005. It’s one of the reasons why we have proposed as part of our 
2008 budget a demonstration program at least in the case of low-
income seniors and persons with disabilities, the way that we can 
leverage our limited resources through tax credits and private ac



18 


tivity bonds to use those funds, to spread them out perhaps as 
bridge funds so HUD is not the only funding source impossible. 

One of the areas that again is of most concern to me is housing 
for seniors and for persons with disabilities, and I do share in that 
goal of what the fund would try to do, and that is to help more 
families at the extremely-low-income figure, at 30 percent and 
below. ",19
CHRG-110hhrg35406.htm," I am exerting all the moral influence I can to get this 
money spent. When you all passed the legislation it gave the 
States wide latitude with the money. We could send them the 
money. We had to approve their plan, once they submitted the 
plan.
    We approved their plan, and they had to implement the plan 
exactly as they said they would. That's probably the only 
leverage, if they don't do it, that we have over them. We can 
say, you're not doing what you agreed to do in your plan, but 
other than that, the first group of monies, it's--we have very 
little authority. But in the second group, we have quite a bit 
of authority with the second round and the supplement that you 
have. We have quite a bit more authority to impose our will 
upon them.",19
HR1892 hearing.txt," I could use those 
funds to help do some of what I just articulated. So I will say until 
we know more about how the fund would be structured, I certainly 
appreciate the concept, and am very sympathetic to the concept, 
but until we know more about it, it would be difficult for us to say 
that we would wholeheartedly support it. ",19
NHTF Hearing.txt," I have to say that with 
lower income funding levels, deeper income targeting, and longer 


15 


affordability periods, I think it is unlikely that the trust fund 
would come close to producing 1.5 million units of affordable housing. 


I want to conclude my testimony by saying that almost all housing 
programs are discretionary. Short of creating a new entitlement 
program, we are all left only with the difficult choices of allocating 
scarce funding for many worthy programs. I know that is not an 
easy task. 

As the committee looks for ways to address the issue of affordable 
housing, as you know, we could immediately address and help 
millions of people without any additional cost to the taxpayers 
through the FHA Modernization bill, which this committee has 
done excellent work on. ",19
NHTF Hearing.txt," I think States, whether it augments 
their trust fund, again hypothetically, I think many States are set 
up to do that right now. Some of them are testifying here later 
today. I think they would tell you.",19
NHTF Hearing.txt," I think that is another good reason also to try 
to create economic diversity in the residential communities because 
that only helps strengthen the retail sectors in the surrounding 
area. And so the notion of creating these mixed-income communities 
that can then support retail areas, and at the same time 
break down the concentrations of poverty, is the way to go. 

One last comment on your last point. I think that the schools 
issue is another reason to try to get homeless or formerly homeless 
people into permanent housing right away. Ultimately, we would 
have an objective to eliminate the shelter system, to be able to get 
them into permanent homes so they are not moving around. And 
that again is often something that can be accomplished in the 
mixed income model. ",18
CHRG-110hhrg35406.htm," I understand that HUD has partnered with groups like 
Enterprise and Catholic Charities to redevelop some of this 
public housing into healthier communities. Why is it taking so 
long to move these plans forward?",19
HR1892 hearing.txt," I will give you the very quick answer, we 
price for the risk and the mortgage insurance. Subprime lenders 
price for the risk and the interest rate. And, thus, you can see the 
stark, very stark contrast between at a cap of 3 percent, $39 more 
a month versus upwards of $300 more a month, and, yes, $137,000 
over the life of the loan. ",19
HR1892 hearing.txt," I will take blame for the 
security bond language in last year’s bill because I had it put in 
there. And I did it for a reason—mortgage brokers originate more 
loans than any other group in the marketplace out there. And yet 
if you look at the cost prohibitive, time consuming financial audits 
and net worth requirement, it limits brokers’ participation in the 
FHA program. And you wanted a minimum amount of flexibility, 
which I think is an understatement, I want to give you a maximum 
amount, but in some of these areas where we are talking about instead 
of as some might transfer assets, we all know how this is 
done, you can transfer assets and make your audit look really good, 
assets disappear, in the construction industry, we have been required 
for years to put up surety bonds and it has worked very, 
very well. And if it is a cash audit or it is a surety bond for the 
given amount of money, which equates to the same, one is accessible 
if there is a problem, I do not understand why we would limit 
participation in a program that I will state from my area when it 
has dropped 99 percent in 5 years, you and I both look and say 
there is a severe, severe problem here. And when you look at the 
largest group of loan originators in this country and we say how 
do we also provide flexibility for them as we are trying to provide 
for you and with that flexibility safeguard the requirements so we 
are not saying, okay, just do it without any safeguard. But somebody 
is going to write a surety bond, I know people who write surety 
bonds and they do not go out there and arbitrarily write a surety 
bond without knowing they have something to go after if that 
occurs. So why do you think that we cannot structure a reasonable 


18 


approach to including more individuals to be able to work with 

FHA and provide an alternate such as surety bond? ",18
CHRG-110hhrg35406.htm," I'd like to kind of put my question to what my 
colleague was talking about in terms of people who are falling 
prey to subprime lenders and are unable to meet those 
obligations. I know that we appropriated a lot of money for 
housing counseling.",19
HR1892 hearing.txt," In 2006—is that better—1.2 million families entered 
into foreclosure, 42 percent more than in 2005. Predatory 
lending, exotic mortgages, and a dramatic rise in subprime lend-
ing,coupled with slowing home price appreciation have all contributed 
to this crisis. When the Federal Housing Administration was 
established back in 1934, consumers faced a similar lending crisis. 
At that time, FHA was an innovator and led the private market 
in offering safe, affordable home loans to American families. Since 
its inception, FHA has insured more than 34 million properties. 
However, the FHA has failed to keep pace with borrower needs and 
changes in the private market and is no longer a viable alternative 
for many borrowers. At the same time, the subprime and non-traditional 
mortgage markets have boomed. Many of these loans offer 
low teaser rates which reset to much higher rates after a few years. 
In many cases, these borrowers qualified only on their ability to 
make the initial payment and face large prepayment penalties if 
they attempt to refinance. Mortgage experts estimate that approximately 
$1.5 trillion worth of adjustable mortgages will reset by the 
end of 2007. Faced with significantly higher monthly payments, 
many borrowers will face the possibility of losing their homes. ",18
NHTF Hearing.txt," in the case that we offset 
our budget with my receipts, that money would have to come from 
somewhere else if I did not offset that budget. That was the point 
I was trying to make earlier, sir.",19
GSE hearing.txt," It is important 
that the Federal Home Loan Banks should have the ability 
to pick the brightest and the best, and most representative of the 
constituencies, the skill set that are required. ",19
NHTF Hearing.txt," it is my belief that the greatness of a country 
will not hinge on how a country builds skyscrapers, but rather 
on how it shelters people. It won’t be measured by how many tractors 
it constructs or how many farmers in the field but how many 
people it will feed. 


8 


The greatness of a country will be measured by how it treats the 
least, the last, and the lost, not by how it treats the well-off, the 
well-heeled, and the well-to-do. The well-off, the well-heeled, and 
the well-to-do will always fare well. It is those who are in the 
streets of life that we have a duty to help. 

So I understand and I sympathize greatly with a lot of what has 
been said, but I also understand that right now we have 141,000 
homeless veterans, and there’s a proposal to cut $450 million from 
public housing. We have 170,000 homeless children and there’s a 
proposal to cut Section 8 vouchers by $500 million. We have 
754,000 homeless sheltered and unsheltered people, and there’s a 
proposal to cut CDBG by $736 million. We have 189,000 disabled 
homeless people, and there’s a proposal to cut Section 811, disabled 
housing, by $112 million. 

We are the richest country in the world. One out of every 110 
Americans is a millionaire. We spend $329 million not per year, not 
per month, not per week, but per day on the war. We can afford 
to help the least, the last, and the lost. That is what this bill proposes 
to do. ",18
CHRG-110hhrg35406.htm," Ms. Waters. Mr. Secretary, in Louisiana I'm wondering, 
based on the number of applications that have been filed, over 
109,000 and the very few--when we were there about 775 had been 
completed. I'm told they've added some to that.
    Secretary Jackson. Right.
    Ms. Waters. But it seems to me that if there is some way 
that you could use that information to determine that they have 
not followed their plan because they are not producing in a way 
that is very helpful, they're not expediting, please take a 
look at that.
    And two other things I don't know whether you can look at, 
but we--I discovered that they didn't know how to do 
appraisals, I don't think. They basically started out doing 
appraisals not based on the value of the house that was there 
prior to Katrina, but post-Katrina, after the houses had been 
turned over, blown over. So is there some way you could look at 
that?
    And also, clearing titles. They certainly don't know how to 
clear a title, and I know that there are some complications 
there because houses have been passed down not in a legal way. 
You know, through the years, the families have done this. But 
you can't hold up replacing those homes and getting homeowners 
back if they can't clear titles. So I wish that you and 
whatever experts you may have at your disposal would take a 
look at appraisals and clearing titles and see if you can find 
a way to use whatever leverage you might have to help them 
expedite this program.",18
HR1892 hearing.txt," My 
bill allows any FHA-qualified borrower to participate in the new 
FHA low loan program. Second, the Frank-Waters bill authorizes 
the FHA to implement risk-based pricing but it leaves in place the 
current outdated premium caps of 2.25 percent up-front and 0.55 percent annually. And the zero and lower down payment loans  would have the higher caps. My concern is that these limits on premium caps will prevent FHA from serving riskier borrowers who  could be prudently served by charging a slightly higher premium.  With the flexibility to charge slightly higher premiums, FHA would  be able to serve borrowers with the lower FICO scores who are currently  being served only by the subprime market at very high interest  rates. With FHA mortgage insurance, lenders will charge 
borrowers the market mortgage interest rate. Without FHA insurance, 
they have no choice but to turn the borrower away or to 
charge for a risk in an increased mortgage interest rate. ",19
CHRG-110hhrg35406.htm," my position 
is, take your city, for example, it has more than a pocket of 
poverty. It has great poverty. And I think that if we can 
reallocate the money to where it's needed most, we can do the 
most good. You can take the chairwoman's area, some of the 
areas she represents. I mean, if we had block grant monies 
rather than going to Bellevue, Washington, or Palm Beach, 
Florida, going directly where they should be going, I think 
we'd see better allocations.",19
CHRG-109hhrg28023.htm," National Low Income Housing Coalition.
    Some of the people said well, you know, maybe the 
Department of Defense ought to build in certain housing 
allowances.",18
NHTF Hearing.txt," One of the issues 
here is that while we might be causing the FHA fees to increase 
and I know you have not, but I assume you haven’t accused us of 
that—statement because as you’re aware the Administration has 
asked us, has announced, not even asked us that they’re going to 
use the existing authority to raise the FHA fees. Would you describe 
the pending proposal to raise FHA fees and give us the rationale 
for it, since my understanding is that the FHA is already 
now generating a surplus for the Treasury. So what is the pending 
proposal to raise FHA fees and what’s the rationale? ",18
CHRG-110hhrg35406.htm," Over the last several years, the Administration has sought 
to change the direction of many of our Nation's housing 
programs. Rather than merely addressing the symptoms, the 
Administration has proposed changes designed to promote 
economic opportunity and ownership and encourage greater self-
sufficiency among our citizens. This budget continues the 
President's commitment to increasing homeownership, and 
fostering an ownership society.
    The housing market has driven the Nation's economy over the 
last several years as Americans bought and refinanced homes in 
record numbers. Today, nearly 70 percent of all American 
families own their homes.",19
CHRG-110hhrg35406.htm," So what is HUD doing to ensure that families have 
access to housing counseling programs? You're not putting 
enough money into the housing counseling program.",18
CHRG-109hhrg28023.htm," The Department of Defense is straining to renovate and 
modernize its existing on-base housing at Ft. Bliss, and there 
are no plans to add substantial numbers of new on-base units. 
As a result, the private market will continue to provide the 
bulk of housing for troops stationed at Ft. Bliss.",18
NHTF Hearing.txt," The point I am trying to make, and perhaps poorly, 
is that if there are existing programs that this fund is going to 
duplicate, and the people who deal with the issues regarding this 
fund all believe we need it, then maybe the programs we have in 
HUD are ineffective.",18
GSE hearing.txt," the regulator must have a funding stream, separate 
and apart from the annual appropriations process. In order to be 
credible and effective, the regulator must additionally have genuine 
independence from the political system. Such independence must 
consist of complete autonomy from the enterprises, include sufficient 
protection from outside special interests, and provide for substantial 
insulation from political interference. 

A strong regulator must further have robust supervisory and enforcement 
powers. In this regard, many have suggested that we 
should model GSEs safety and soundness regulation on that of 
other financial institutions. I agree with this sensible concept. 

In fact, the general goal of our longstanding regulatory reform 
debates has been to make GSE supervision more bank-like.",18
GSE hearing.txt," the regulator must have a funding stream, separate 
and apart from the annual appropriations process. In order to be 
credible and effective, the regulator must additionally have genuine 
independence from the political system. Such independence must 
consist of complete autonomy from the enterprises, include sufficient 
protection from outside special interests, and provide for substantial 
insulation from political interference. 

A strong regulator must further have robust supervisory and enforcement 
powers. In this regard, many have suggested that we 
should model GSEs safety and soundness regulation on that of 
other financial institutions. I agree with this sensible concept. 

In fact, the general goal of our longstanding regulatory reform 
debates has been to make GSE supervision more bank-like. Any 
safety and soundness regulator for the housing GSEs needs to have 
enforcement powers on par with other Federal banking regulators. ",18
CHRG-110hhrg41181.htm," Today, the FDIC is promoting the use of CRA to encourage 
solutions to several key consumer financial concerns, 
specifically, encouraging alternatives for homeowners facing 
mortgage foreclosures, meeting the need for affordable, small 
dollar loans, and addressing the exceptionally high cost of 
credit and the need for basic banking services in many 
underserved communities.",18
NHTF Hearing.txt," Unfortunately, whether it is a State budget or 
Federal budget, there is no free lunch. To agree there is a—and I 
will use the term ‘‘benign,’’ for lack of better—funding source, since 
everybody has to answer to the appropriators and to the authorizers, 
if they can find that source, which many States have done, 
Florida has been able to raise $200- to $300 million through a real 
estate transfer tax, and some other States you will hear from later 
have done a wonderful job through document recording fees and 
other sources. ",19
NHTF Hearing.txt," Unfortunately, whether it is a State budget or 
Federal budget, there is no free lunch. To agree there is a—and I 
will use the term ‘‘benign,’’ for lack of better—funding source, since 
everybody has to answer to the appropriators and to the authorizers, 
if they can find that source, which many States have done, 
Florida has been able to raise $200- to $300 million through a real 
estate transfer tax, and some other States you will hear from later 
have done a wonderful job through document recording fees and 
other sources. 

I think it is very key. I think we all share in the goal of what 
the fund would do and what HUD does, but again, the key is what 
is the funding source. ",19
HR1892 hearing.txt," We are working together. We can always 
work together better but again in the high-cost States, the State 
housing finance agency has difficulty offering an FHA product because 
of our constraints on the premium structure and certainly on 
the loan limits. ",19
HR1892 hearing.txt," we expected 
our volume to essentially to double between now and 2012, not including 
the reverse mortgages, by 2012 we would be serving 1.2 
million borrowers under FHA, about double what we are today. ",19
NHTF Hearing.txt," we would take any extra money obviously 
that the appropriators would give us, but in the case that we offset 
our budget with my receipts, that money would have to come from 
somewhere else if I did not offset that budget. That was the point 
I was trying to make earlier, sir.",19
NHTF Hearing.txt," Well, it is due in part to the Gift Downpayment 
programs which I know we had previous discussion about 
that are 2.3 times more likely to fail. And because a lot of hardworking 
families who have trouble saving money for a downpayment 
have to rely on that so-called gift downpayment, many families 
find themselves in a position of negative equity in their homes. 
And the truth is GAO has recognized that they are far more risky 
whereas an FHA product obviously with what the bill would offer 
with some downpayment assistance would not put families in that 
position. ",19
NHTF Hearing.txt," who 
would be the appropriate alternative beneficiaries to administer 
the housing trust fund other than HUD, since under your analysis, 
HUD ought not be getting it because it will just be a substitute for 
what you are already doing? ",18
CHRG-109hhrg28023.htm," With regard to legislative intent, I don't know if anybody 
is here from HUD or not, but Section 202 was initially, with 
regard to legislative intent, designed for elderly housing. I 
am sure that Omaha has a number of 202 projects. I am not sure 
about Junction City and El Paso. It was intended for elderly 
housing. Over time, somehow, the project also began to include 
the disabled.
    This bill is so important that if there is a way for HUD to 
do this, without having us go through fire and water to get it 
approved, then I'd rather see that happen. If we can do what is 
intended by this legislation, the same thing we did with 202, 
or somebody did, that would help us solve the problem.",18
GSE hearing.txt,"
It would just seem to me that what I am trying to do is create 
the availability of community and economic development funds on 
a rather uniform basis with a relative cost that is similar, regardless 
of the size of the entity, or population of the entity making the 
loan. The reason for this is so that we can get the marketplace to 
really function well, that you don’t have to start sitting down with 
a pencil and a paper, and try to figure out where you have to move 
your business in order to qualify for what type of loan, or what 
type of interest rate, etc. ",18
GSE hearing.txt,"
Number one, we have seen the largest mortgage markets in history 
over the last 5 years—international buyers come into our marketplace 
and purchase strips of our securities to sizes never seen 
before, but that’s no guarantee that those same investors are going 
to support this market to the size and extent that they have for the 
last 5 years. 

It is incredibly important that the GSEs maintain some flexibility 
relative to the size of their portfolios if, in fact, an American 
real estate-based security does not become the most popular financial 
asset to buy in the world. ",18
GSE hearing.txt,"
The holding of mortgage assets is somewhat of a zero sum game. 
If you take assets away from one entity, such as a GSE, it doesn’t 
disappear; it is reallocated. And in the case of the American housing 
finance system, it would be reallocated to large-scale American 
financial institutions and global financial institutions. 

The only difference is those financial institutions don’t have a 
charter, or a mission to serve the housing finance system, whereas 
Fannie Mae, Freddie Mac, and the Federal Home Loan Bank system 
do. To arbitrarily limit the size of their portfolio based on the 
size of their affordable housing mission, or their affordable housing 
loans, limits their revenue that they could make, and it limits the 
service that they can provide to the housing finance system, in general. ",18
NHTF Hearing.txt,"
We need help and we need it now. Today, Realtors are pleased 
to lend our support to H.R. 2895. We believe this legislation will 
provide significant help in the form of additional funds to meet 
America’s growing demand for affordable housing. 

We strongly support the division of funds outlined in the bill 
with 60 percent of monies going to cities and counties and the remaining 
40 percent to States. 

We applaud you for allocating 25 percent of the funds for families 
who make up 80 percent of our median income, families who currently 
receive no Federal housing assistance. 

America’s Realtors stand ready to work with you on this bill and 
on all efforts to make home ownership and affordable housing a reality 
for even more Americans in the years ahead",18
HR1892 hearing.txt,". I 
noticed today that even Freddie Mac has decided to purchase $20 
billion in these troubled loans. The executive director of the Equal 
Housing Opportunity Council report on CBS News that home mortgage 
foreclosures are up in both the City of St. Louis and St. Louis 
County, which I represent, when compared to 2005. In 2006, foreclosures 
were up 44 percent in the City and 34 percent in St. Louis 
County.",19
HR1892 hearing.txt,". While the other provisions that I 
have mentioned are the ones that represent significant differences 
between our introduced bills, using FHA program funds to create 
a housing trust fund is the most objectionable, and I believe that 
it is not an appropriate use of FHA funds. Taking funds out of FHA 
and using them for a purpose unrelated to its core mission would 
threaten the solvency of the FHA fund and its ability to pay out 
on insurance claims. ",19
HR1892 hearing.txt,"Absolutely and that is something we are looking 
into today. I discussed at Tuesday’s hearing, since it would 
present a new risk category for us, that the Credit Reform Act of 
1990 requires us to put that new risk category, that would be delinquent 
borrowers but for the reset they had good credit let’s say 
for the previous 12 months, we are looking at that right now. ",19
NHTF Hearing.txt,"Again, as part of the 2007 budget as well, a 
proposed increase on some multifamily programs. As you know, 
that rule was withdrawn. It came back. Some of the programs that 
would have been part of the original rule, as you know, were no 
longer part of the second. ",19
NHTF Hearing.txt,"Again, it gets back to the point of what is the 
source of the funds. Someone just threw an idea out at me. The 
Federal Government settles lawsuits all the time. That revenue 
goes right back to the Treasury. Why could we not use that as a 
source? ",19
NHTF Hearing.txt,"And as you are acutely aware, Mr. Chairman, those resources— 
the credits, HOME, and other resources that are often combined to 
reach our lowest income families, must be combined to reach our 
lowest income families—are increasingly scarce. ",18
CHRG-108hhrg88663.htm,"And I'm also interested in working out some of the problems 
of the owners and the landlords. I think that's extremely 
important.",18
HR1892 hearing.txt,"And one of the things that is not in the new 
bill that concerns me is the fact that we had put a requirement, 
we had talked about allowing for some of the smaller originators 
to, rather than having to have an expensive audit, and we all know 
with today’s environment, we have had a little dose of Sarbanes-
Oxley, we know what the cost of these audits, they have skyrocketed. 
And for our small business people who want to have a little 
small mortgage business, that makes it a very difficult process 
for them. Would you support being able to look at an alternative, 


16 


a bond or something like that, for some of our smaller originators 
to be able to participate in your programs? ",19
HR1892 hearing.txt,"And speaking of fair price, 
when borrowers pay FHA insurance premiums, they are essentially 
buying a prime interest rate. An FHA-insured loan is generally 3 
to 4 percentages lower than a subprime loan. When comparing 
these two loan types on a $225,000 mortgage, this rate differences 
translates into an average savings of $300 a month. That is $137 
over the life of the loan. ",19
NHTF Hearing.txt,"And the language we’ve included in 
the bill allows that—but it says the excess funds, above solvency 
and those types of things that normally would go to the Treasury 
would go to this fund. But the appropriators use that excess and 
they credit it to our budget. ",18
HR1892 hearing.txt,"And we are trying to do what 
we can in this tight budget environment to help even more through 
the use of Low-Income Tax Credits, through home funds and others. 
But certainly I have said publicly, yes, there is a production 
problem relative to helping some of those groups, and we are trying 
to fix that. ",19
NHTF Hearing.txt,"And we’ve taken what we think is the middle course. We leave 
the benefits, although with greatly increased regulation, but we use 
some of that money for good public purpose. Similarly with the 
FHA, our bill, contrary to suggestions that it’s going to lead to FHA 
fee increases, in the bill that our committee passed we seek to prevent 
the Bush Administration from increasing FHA fees not because 
there is a need to do that to do FHA business but to help 
benefit the general Treasury. 

And section 30 of the bill would prohibit HUD from increasing 
any FHA premium above the level that was in effect at the beginning 
of this fiscal year unless the Secretary shows that in the absence 
of an increase the program would require a subsidy from the 
Congress. So we, in fact, strengthen the resistance to FHA fee increases, 
and that applies to what we’re doing here. 

If anything in this legislation that we have passed on the FHA 
that would get incorporated here were to cause a fee increase that 
would kick in. So we in fact prohibit fee increases. In fact our bill 
says no money goes to the housing fund if it were threatened, a fee 
increase. So the truth is that the bill that we passed already on the 
FHA, and it’s all part of one package conceptually, prevents a fee 
increase that is being contemplated. 


3 


And I will say, and I don’t ask for any comment on this, that my 
sense is that the desire for this fee increase did not come from the 
FHA and that it did not come from HUD, but it came from OMB. 
That is to be the FHA’s contribution to the war in Iraq. And we 
make it very clear that the FHA fee should increase only if there 
was a need to do that for FHA business. ",18
GSE hearing.txt,"and your observation that members of the 
board should be elected, as opposed to being appointed, interests 
me. 

I totally agree with that concept, except that the peculiarity of 
these organizations, having an outside mission created by the Congress, 
I feel that there is less likelihood of an incestuous relationship 
existing if the outside appointees are made, in fact, by the normal 
members of the regulatory board. They have interests slightly 
different, in terms of mission, and whether or not, over a period of 
time, particularly the Federal Home Loan Bank system could be 
lost in its mission without any way of the Congress or anyone else 
correcting the mission, or bringing about or even finding out that 
the change of the mission has occurred. ",18
CHRG-108hhrg89410.htm,"Another question has come up with regard specifically to 
the HUD rule, and that is the feasibility and advisability and 
maybe constitutionality of the commingling of funds, and that 
is one the things that I want to address here.
    We are told that this program, as the President has 
announced it, assumes that people could get money and build a 
building that would be partly for religious purposes and partly 
for nonreligious purposes; and the amount that the building can 
be used in one way or the other would depend on the amount of 
money being put in.
    Now, one question I have is, is that physical or temporal? 
That is, since some religious institutions only have worship 1 
day a week, maybe 2 or 3 days a week, does that mean that you 
could take a building and build it, and if you prayed in it 1 
day a week, then you could use the whole building 6 days a week 
for other purposes? Or is it a physical separation?
    Another question is, how do we enforce some of these rules 
with regard to Community Development Block Grant entitlement 
communities? Frankly, some people have said that the Federal 
Government will be careful with the religious groups that it 
deals with, and that it won't deal with groups that might be 
problematic. But under the Community Development Block Grant I 
assume I understand correctly that an entitlement city under 
this rule could take the money and give it to any religious 
institution it wanted to. Does that mean that the Church of 
Scientology, the Nation of Islam and others would be eligible 
for the money and could then hire only its own members?
    Finally, I was pleased to see Secretary Martinez say at a 
recent hearing here, actually, on the down payment assistance 
program, that he did not think that we were abridging anybody's 
civil rights. Well, I have some questions about that. We have 
an Executive Order, 11246, that goes back to Franklin Roosevelt 
and A. Philip Randolph that has been interpreted by people as 
applying to the Community Development Block Grant program, and 
the Executive Order here says it no longer does.
    We also have this question: There is language in here that 
says the recipients will be independent from State and local 
governments. Does this purport to preempt or to say that State 
and local laws, we don't abide by them?
    And then we have this issue: Congress could, by statute, 
preempt State and local laws. But is the Administration 
contending that the Executive Order--that the President, by 
himself, can affect the binding nature of State and local laws?
    If we have State and local laws through which a grantee 
would ordinarily be subject, is it the position of the 
Administration that this Executive Order diminishes the force 
of those State and local laws? Because I think we run then into 
serious constitutional issues.",18
NHTF Hearing.txt,"Answer the question I just asked you. If we were 
to generate the new revenues that are in the bill and did not assign 
them to the housing trust fund, are you confident the Administration 
would ask they go to the FHA? ",18
NHTF Hearing.txt,"Any receipts that I have beyond what I need 
to pay claims and things of that sort, again, we give back to the 
Treasury. Those funds are then credited toward HUD’s budget, I 
should say. If that did not happen, which is the case for next year, 
the funds have to come from somewhere.",19
CHRG-110hhrg44182.htm,"Any suggestion that these funds would be diverted from 
public remediation and economic development in general will 
also be a severe obstacle.",18
NHTF Hearing.txt,"Are you confident that if we were in fact to go ahead with these 
increased revenue sources for the FHA through taking a cap off 
home equity mortgages and raising the amount of mortgages you 
can insure, that the Administration would ask that all of that be 
credited to the FHA? ",18
NHTF Hearing.txt,"Are you confident that if we were to 


30 


generate these additional revenues by taking the cap off the home 
equity mortgages and raising the amount of mortgage you could insure, 
that the Administration would ask that HUD get the credit 
for that in its appropriation and that the appropriated amounts for 
HUD would increase? ",18
HR1892 hearing.txt,"As I mentioned before, we are seeking the following changes. 
First, we are proposing to eliminate our complicated down payment 
calculation and 3 percent minimum cash investment requirement. 
Second, our proposal seeks to provide FHA the flexibility to set insurance 
premiums commensurate with the risk of the loans. In so 
doing, we could reach deeper into the pool of prospective borrowers 
while protecting the financial soundness of the FHA mortgage insurance 
fund. 

Lastly, I would like to mention the proposed increase in FHA 
loan limits. By increasing the loan limits to 65 percent and 100 
percent of the conforming loan limit, which we support, FHA would 
once again be a player in high cost areas, regions that have previously 
been out of play, such as the entire State of California and 
most of the Northeast. What is more, raising the floor to 65 percent 
of the conforming loan limit has the added benefit of giving families 
better access to newly constructed housing, which is on average 
more costly. ",19
HR1892 hearing.txt,"As I mentioned before, we are seeking the following changes. 
First, we are proposing to eliminate our complicated down payment 
calculation and 3 percent minimum cash investment requirement. 
Second, our proposal seeks to provide FHA the flexibility to set insurance 
premiums commensurate with the risk of the loans. In so 
doing, we could reach deeper into the pool of prospective borrowers 
while protecting the financial soundness of the FHA mortgage insurance 
fund. 

Lastly, I would like to mention the proposed increase in FHA 
loan limits. By increasing the loan limits to 65 percent and 100 
percent of the conforming loan limit, which we support, FHA would 
once again be a player in high cost areas, regions that have previously 
been out of play, such as the entire State of California and 
most of the Northeast. What is more, raising the floor to 65 percent 
of the conforming loan limit has the added benefit of giving families 
better access to newly constructed housing, which is on average 
more costly. ",19
