Document ,Excerpt Copy,Code
CHRG-110hhrg37558.htm," I 
don't think I have heard a discussion today about the patterns 
of entitlement spending within the Federal budget. Recently 
Chairman Bernanke of the Fed said that without early and 
meaningful action to address the rapid growth of entitlements 
the U.S. economy could be seriously weakened with future 
generations bearing much of the cost. He said that at a House 
Budget Committee hearing.
    Recently Controller General Walker of GAO said that the 
rising cost of government entitlements are a fiscal cancer that 
threatens catastrophic consequences for our country and could 
bankrupt America. Most of the models I have seen from OMB and 
CBO and others, who slice and dice the numbers here, have us on 
a collision course over the next several decades of either 
having a Federal Government consisting of a little more than 
Medicare, Medicaid, and Social Security or a doubling of taxes 
on the next generation just to balance the budget. So far I 
have seen no evidence in this Congress that there is an 
interest in attempting to reform these entitlement programs.",16
HR1892 hearing.txt," I 
hope that you will pay attention to our housing trust fund and understand 
that it is very key to getting a bill out of here and some 
of those other issues,",15
CHRG-110hhrg40432.htm," I agree but the problem is to deal with 
responsible lending, you need sort of unanimous consent of the 
lenders because one irresponsible lender can in fact profit 
from the others.",15
NHTF Hearing.txt," I am here today to support H.R. 2895, 
the National Affordable Housing Trust Fund. 

I am also here today to share new evidence that shows that 
housing is the foundation to excellent child health. I hope to convince 
you that the best medical intervention for children is often 
finding them an affordable home, and it is within your power to 
keep kids healthy through housing. 

As many of you know, there are millions of families on affordable 
housing waiting lists. And in Boston, it is not unusual for waiting 
lists to actually close because there are so many families who are 
waiting and therefore they can’t even apply. Even families in homeless 
shelters are often there for over a year-and-a-half before they 
can get a home that they can afford. And often families who are 
on the waiting lists are forced to make terrible choices between 
rent and food, or settling on a home with severe housing problems 
like infestations or mold or lead paint because simply that is all 
that they can afford. 

We know from the Children’s Sentinel Nutrition Assessment Program, 
which is commonly known as CSNAP, that food-insecure 
children who are eligible but don’t receive housing subsidies are 
twice as likely as those who do receive housing subsidies to have 
stunted growth by WHO criteria. It is an important aspect of this 
bill because it targets the lowest income families, the ones that are 
most likely to have food-insecure children, and that by giving them 
an affordable home, you may be able to prevent stunting from occurring. 


As you know, stunting not only limits children’s physical growth 
in the short term, but it stunts their lifelong potential because we 
know that if your body is not growing, your mind is not growing 
as well. 

Because many families have very limited choices of homes that 
they can afford and have to make tradeoffs, they often live in substandard 
conditions. For instance, I think that the cockroach infestation 
is an excellent example of how that affects health. We know 
that children who have asthma who are exposed to cockroaches in 
their home and are allergic are 3 times more likely to end up in 
the hospital. 

It is also known that 30 percent of children who live in the urban 
areas are allergic, but it may be surprising to note that 20 percent 
of suburban children are also exposed and are allergic to cockroaches. 
And further, new data suggests that exposure to cockroaches 
in early life may actually cause immune system changes 
that can lead to the development of wheezing or asthma. 

Young children who live with other substandard exposures, such 
as lead paint from older homes, can also lead to problems with development, 
and recent estimates have estimated that this leads to 
billions of dollars in education and other costs. 

Lastly, families who have difficulty affording rent may double up 
with other families, resulting in crowding, or these families may 


67 


frequently move. We know children who stay in the same home 
and do not more frequently have better child development outcomes 
and do better in school. 

Another aspect of the bill that I think is excellent is the local 
flexibility. From my experience working in Boston with the Boston 
Public Health Commission, local community development corporations, 
and some State-funded housing developments, the ability for 
State or local governments to match the best local solution to the 
greatest housing needs makes the most sense. 

In some instances, rental housing needs are the most pressing. 
In others, home ownership may be the best outcome. And research 
has consistently shown that home ownership makes housing more 
stable and is better for overall health. In pediatrics, the best therapies 
are often tailored, and this bill clearly accommodates that. I 
urge you to support H.R. 2895, the National Affordable Housing 
Trust Fund bill, because it can ensure that our most vulnerable 
population, our children, have safe, decent, and affordable homes. ",15
GSE hearing.txt," I am pleased 
to see that there may be some additional safeguards, with regard 
to the portfolio limitations, something that Treasury, I know, was 
looking for, and I was, as well",16
HR1892 hearing.txt," I am sure that Ms. Waters will agree with me 
that one of the most important things that this Congress can do as 
we search for ways to help those who have been harmed by the 
subprime market is to give FHA the tools it needs to be a viable 
alternative for first time and lower income borrowers. That is why 
this hearing on FHA modernization is both timely and critical. By 
modernizing FHA we can provide another alternative for low-income 
borrowers who may otherwise be forced into higher cost 
subprime loans or even predatory products. By moving quickly to 
modernize FHA, we can provide a safe alternative for hundreds of 
thousands of lower income credit-worthy borrowers looking to either 
purchase a new home or avoid foreclosure. ",16
HR1892 hearing.txt," I believe that this FHA legislation 
is critically important to bringing stability to the mortgage lending 
market, particularly at the lower spectrum of the market. ",15
CHRG-110hhrg44190.htm," I believe that this is extremely important because we, as a 
Nation, cannot allow young people to go into the kinds of debt 
that they are experiencing, because I can foresee a similar 
problem with credit cards that we have had with subprime loans. ",15
hearing 41.txt," I didn't hear any of the panelists refer to the goal of the Federal Government to be that of full employment. That is, if assuming that we want to create renters and turn renters into homeowners, there is also a step before that. That assumes that they are working and earning some revenue so that they can, indeed, make a down payment on a home. And I am of the opinion that full employment ought to be one of the goals of this government.
  Every time unemployment dips below 5 percent, the Chairman of the Federal Reserve uses employment growth to say that the economy is overheating and as a rationale to raise interest rates, slow the economy, and slow unemployment. Welfare reform promised to move many of the recipients who are on public-assisted housing to work, but if the Fed maintains its present policy, not only will the unemployed increase and the underemployed remain, but the rejected workers will have no government assistance.
  How do we impose time limits on assistance in a society that permits Chairman Greenspan to slow growth and sanction a rate of unemployment at over 5 percent, which is roughly 15-, 20-, maybe as high as 30-million Americans? Any one of you are more than welcome.",15
HR1892 hearing.txt," I discussed at Tuesday’s hearing, since it would 
present a new risk category for us, that the Credit Reform Act of 
1990 requires us to put that new risk category, that would be delinquent 
borrowers but for the reset they had good credit let’s say 
for the previous 12 months, we are looking at that right now. ",16
CHRG-110hhrg35406.htm," I do not 
believe that we should alienate low-income people from the rest 
of society, and I think that clearly we must integrate them 
both socially and economically if we have an opportunity. We've 
been presented with an opportunity to do that, and that's the 
only reason that I want to do it. But I will work with the 
committee to try to get as many residents back who want to come 
back.",16
HR1892 hearing.txt," I have had a lot of conversations about housing recently 
and one individual indicated to me that the reason that we 
are in this housing—in the subprime lending foreclosure situation 
we are in today is because there has been, over the last 30 years, 
a liberalization in the rules with regard to making mortgages available 
to people because we place value on getting people into home-
ownership. Do you have any views on that? ",15
NHTF Hearing.txt," I think expanding the Children’s 
Health Insurance Program is the single greatest contribution this 
Congress can make",15
HR1892 hearing.txt," I think the best way to help many subprime 
borrowers get out of their loans today is through a modernized 
FHA, the same song I was singing here last year, and have for the 
last 20 months. Now relative to the bill that got through this committee 
last year and through the House, this year though since October 
of last year we have been doing home buying counseling, 
working with many nonprofit groups trying to get the word out, 
working with Realtors to help many families. But while we are 
helping, as I mentioned before, subprime borrowers today, the best 
way to do it is to pass this bill to help more. ",16
HR1892 hearing.txt," I think the intent of this 
committee is to make FHA a more relevant factor in the marketplace. 
One of the concerns I have is when you were talking about 
flexibility a while ago, our financial markets are very sophisticated 
today. And one of the reasons I believe that your business is down 
is due to your inability to really respond to market conditions.",16
NHTF Hearing.txt," I think the proof is in the pudding how those 
loans perform and they are almost 21/2 times more likely to fail. ",16
HR1892 hearing.txt," I work with 
my friend from Texas on a lot of issues, and there are a lot of areas 
where this committee can cooperate across party lines, but nowhere 
have the differences that do exist between the parties been made 
more clear than in his last statement when he described the effort 
by the gentlewoman from California and myself to provide more 
funding for affordable housing as ‘‘extortion.’’ The FHA is a Federal 
agency created by Federal law. And the notion that it is ‘‘extortion’’ 
to try to use some of the surplus funds it has been generating to 
help provide affordable housing greatly defines the difference between 
the parties. 

I noticed that the gentlewoman from Illinois—who temporarily 
had to leave and who has been a very constructive member also— 
said, ‘‘Well, we should not be using FHA funds for other purposes.’’ 
Maybe she missed this, but during the entire period of Republican 
majority rule, that is exactly what was happening. The FHA was 
producing surpluses which went into the general treasury, and 
they have been used to support such non-housing related issues as 
the war in Iraq, nuclear testing, or anything else the Federal Government 
does. This notion that money should not come from the 
FHA for other purposes is a very new one because the FHA has 
been a money maker for the rest of the Federal Government in the 
past. Now it is true that many of us—including the gentlewoman 
from California and I—believe that if the FHA continues to generate 
surpluses, and we certainly will guarantee that first claim on 
any monies goes to keep the FHA functioning, but the question is 
should the surpluses go into the general treasury and help offset 
everything else the Federal Government does, such as farm subsidies, 
the war in Iraq, bridges to nowhere, and all of those other 
purposes for which it was put, or should we target it towards affordable 
housing? ",15
HR1892 hearing.txt," I would like to ask you now about housing with regard 
to people who are ex-offenders coming out, have you had occasion 
to examine housing for these individuals who have prior contacts 
with the criminal justice system, perhaps even felony records, 
is that something you have had any occasion to think about or 
work on? ",15
NHTF Hearing.txt," I would say to the degree that it is HUD, 
State trust funds, or if there is a national housing trust, I would 
hope that at the end of the day, we are helping more people than 
we are today. ",16
NHTF Hearing.txt," if we get this bill done it will be the second most important 
institutional response. ",15
NHTF Hearing.txt," in Alexandria, we have 
had a housing trust fund since 1993. Primarily, it was funded by 
developer voluntary contributions and then a few years ago, we 
dedicated one cent of our annual real estate tax rate to creating 
and continuing to fund our affordable housing trust fund. 

More recently, again through a public/private partnership, because 
Alexandria is so dense, but yet we have a critical need to 
meet our affordable housing objectives, we have the opportunity to 
build for the first time in more than 30 years a new fire station 
in our City, a new development area, and one of the solutions or 
compromise with the community in terms of building this four bay 
fire station was the need to ensure that we provided affordable 
housing and workforce housing. 

For the first time, we believe we are the first community in the 
Nation, we are building a new fire station that will have 64 units 
of public housing and workforce housing built on top of the fire station 
in a very growing community. ",15
NHTF Hearing.txt," in Alexandria, we have 
had a housing trust fund since 1993. Primarily, it was funded by 
developer voluntary contributions and then a few years ago, we 
dedicated one cent of our annual real estate tax rate to creating 
and continuing to fund our affordable housing trust fund. 

More recently, again through a public/private partnership, because 
Alexandria is so dense, but yet we have a critical need to 
meet our affordable housing objectives, we have the opportunity to 
build for the first time in more than 30 years a new fire station 
in our City, a new development area, and one of the solutions or 
compromise with the community in terms of building this four bay 
fire station was the need to ensure that we provided affordable 
housing and workforce housing. 

For the first time, we believe we are the first community in the 
Nation, we are building a new fire station that will have 64 units 
of public housing and workforce housing built on top of the fire station 
in a very growing community. ",15
HR1892 hearing.txt," inviting 
me to share MBA’s views on reforming the FHA. I have spent over 
36 years working with FHA and have made billions of dollars in 
loan originations to families who have achieved the dream of home-
ownership through FHA’s programs. When I started in the mortgage 
business, FHA programs helped us to serve many borrowers 
who otherwise could not get a loan. Today, the story is very different. 
In 2003, FHA made up approximately 16 percent of our 
overall production. Last year, however, only a little more than 1 
percent of our business went to FHA. While the mortgage market 
has grown significantly, our use of the FHA program has dropped 
precipitously. Lenders have progressed, reacting to quickly changing 
and efficient technology. Unfortunately, FHA has not. While 
the needs of low- and moderate-income home buyers, of first-time 
home buyers, and of senior homeowners have changed, FHA has 
not followed its historic path of adopting to meet borrowers’ changing 
needs. ",15
hearing 41.txt," it becomes difficult for many of us to support a program that places the most vulnerable people in our society at risk of losing a home they were not prepared to buy, or have not established a positive credit rating for the purposes of purchases.",15
HR1892 hearing.txt," It doesn’t make any sense to me for a government program 
to be so onerous so that small businesses cannot use it. So 
we are where we need to be in that respect yet although we have 
discussions with the mortgage brokers and there are a couple of 
things that we have been discussing and ultimately we allow more 
mortgage brokers to use the program.",16
GSE hearing.txt," It is important 
that the Federal Home Loan Banks should have the ability 
to pick the brightest and the best, and most representative of the 
constituencies, the skill set that are required. ",16
NHTF Hearing.txt," it seems ironic to me that we would increase taxes on 
some, make housing less affordable for many low- and middle-income 
Americans because we know that Fannie Mae and Freddie 
Mac are an effectively a government protected duopoly. They have 
great economic power to simply pass along these fees or taxes, if 
you will, ultimately to the consumer. And so this is a mortgage tax, 
pure and simple. ",16
HR1892 hearing.txt," it seems to 
me that the best way to reduce that portfolio to bring it into some 
kind of normality would be for FHA to increase its share of the 
market. If you had an opportunity to write on that sheet of paper 
with your left hand, what would be the best thing that could happen 
for FHA to begin to rise again what would it be? ",15
CHRG-110hhrg35406.htm," I've been involved in the building 
industry for over 35 years, and you and I have had lengthy 
conversations.
    Oftentimes we talk about subprime, we blur the line between 
that and predatory. We talk about affordable housing, and we've 
had lengthy conversations, even in my district, on the 
difficulties of providing affordable housing. But it's so 
complex. It's not just the Federal Government. It's State and 
local government. There's so many issues involved in affordable 
housing, and we're talking about risky loans. You know, there's 
a real problem in the subprime market, but I don't want to talk 
about that. I want to talk about the jumbo market that many of 
my people in California have been put into because GSEs can't 
lend in California. And I have a--it's called a map of misery 
that Business Week put out, and you can't see it.",15
CHRG-110hhrg35406.htm," Ms. Velazquez.--you gave an increase of 50 percent to the 
Dream Down Payment Act, and only 19 percent to the housing 
counseling.
    Secretary Jackson. No, no. See, I think, Congresswoman, 
you're mixing apples and oranges. The American Dream Down 
Payment is to help people with the closing costs and down 
payment. It has nothing to do with housing counseling. Housing 
counseling--
    Ms. Velazquez. Of course, I know that. So, on the one hand, 
you are helping people to buy their homes, but on the other 
hand, you're not putting enough money to provide housing 
counseling to prevent foreclosure.
    Secretary Jackson. Well, I guess I disagree with you.
    Ms. Velazquez. Of course you're going to disagree with me. 
CBDG is cut by more than $700 million. Under the current 
distribution formula, New York City will lose $58 million. I 
understand that HUD is proposing a new formula. Will this make 
up for the cuts, and when can we expect to see this proposal?
    Secretary Jackson. Let me say this to you. I just answered 
that to the Congresswoman from West Virginia. We have cities 
that are receiving large sums of monies, that I really don't 
think should be receiving those monies. I think we should 
concentrate the block grant program to those cities most in 
need where we have the highest rate of poverty, where we have 
the highest rate of the ability to make substantial changes in 
the quality of life for people. And in this case, we are trying 
to reallocate that based on where we see the greatest poverty 
need, not pockets of poverties in wealthy areas. That's a 
totally different situation.
    So if we--if the proposal is accepted by Congress and 
passed, then, yes, I think that clearly those areas where the 
greatest needs are will be addressed.",15
CHRG-110hhrg35406.htm," Now having said that--and it's wonderful that we are moving 
forward with public housing, and everything I think is going to 
be okay. I have to tell you, I'm still unhappy about CDBG, and 
a few of the other programs that have to get cut, too, and all 
of the public housing I have to pay attention to; we had some 
cuts there that I'm going to try to restore.",15
CHRG-110hhrg35406.htm," Now my concern is the same concern that was raised by the 
chairwoman from New York. I'm so afraid of these interest-only 
loans, these subprime loans, and I think that clearly we need 
to do everything we can through moral persuasion to try to keep 
the banks, Fannie Mae and Freddie Mac, from foreclosing on 
these loans.
    Many of these persons have been put in a position that they 
didn't understand when they signed those papers; they did not 
know what they were getting into. So our task is to make sure 
that where there was clearly predatory lending taking place, we 
take every action possible to bring those companies down. But 
where it wasn't, we need to try to work with the companies and 
the banks and Fannie Mae and Freddie Mac to make sure that they 
don't foreclose on the loans.",15
NHTF Hearing.txt," Now normally we would say 
that the surplus is a good thing, but not in this case. In this case 
the surplus would come through overcharging seniors on their reverse 
mortgages, and I don’t think that’s right. ",16
HR1892 hearing.txt," Okay, I agree with that. And I think, 
Madam Chairwoman, that we worked very well last year in constructing 
a bill that we all thought would do the best and provide 


19 


the most for our basic communities, and I really trust that we can 
do that again this year, that we can come together and look at good 
and bad and both and say, ‘‘How do we come to some reasonable 
compromise?’’ ‘‘How do we expand a program that we absolutely 
understand and acknowledge is beneficial to the market today, that 
in many cases has been impacted because of lack of participation 
of FHA and GSEs.’’ And I know for the last 3 years, you and I have 
looked at this issue, how do we expand it, and I think we are all 
going in a good direction, it is just how we get there and do we get 
there in a way that we think is acceptable, and can be applied in 
a broad base fashion. So I look forward to working with you on this 
bill as it proceeds. ",15
NHTF Hearing.txt," on behalf of the National Council of State Housing 
Agencies (NCSHA) in support of the Affordable Housing Trust 
Fund Act of 2007. 

NCSHA has long advocated for new, flexible, State-administered 
affordable housing production resources to leverage those States 
now administer, like the Low Income Housing Tax Credit, to reach 
even lower income families than those resources can reach on their 
own. ",15
CHRG-110hhrg35406.htm," Over the last several years, the Administration has sought 
to change the direction of many of our Nation's housing 
programs. Rather than merely addressing the symptoms, the 
Administration has proposed changes designed to promote 
economic opportunity and ownership and encourage greater self-
sufficiency among our citizens. This budget continues the 
President's commitment to increasing homeownership, and 
fostering an ownership society.",16
HR1892 hearing.txt," Refinancing, reverse mortgages, and other FHA products are 
all important. ",15
GSE hearing.txt," Representative Garrett, if I could also comment, the 
portfolio, to kind of look at it for what it is, is a source of revenue 
for the GSEs. But they do use that revenue to build the size and 
scale to be relevant, and to provide liquidity to the marketplace. 

The holding of mortgage assets is somewhat of a zero sum game. 
If you take assets away from one entity, such as a GSE, it doesn’t 
disappear; it is reallocated. And in the case of the American housing 
finance system, it would be reallocated to large-scale American 
financial institutions and global financial institutions. 

The only difference is those financial institutions don’t have a 
charter, or a mission to serve the housing finance system, whereas 
Fannie Mae, Freddie Mac, and the Federal Home Loan Bank system 
do. To arbitrarily limit the size of their portfolio based on the 
size of their affordable housing mission, or their affordable housing 
loans, limits their revenue that they could make, and it limits the 
service that they can provide to the housing finance system, in general.",15
HR1892 hearing.txt," so you would suggest to me that we 
could help to straighten out the situation for those who are about 
to be in trouble, or may have gotten into trouble already, so that 
they could refinance and FHA would be able to save them from losing 
their homes right now with this crisis that we have going on, 
is that correct? ",15
CHRG-110hhrg42719.htm," Some of our recommendations focus on eliminating some of 
the duplication inherent in the U.S. regulatory system; but, 
more importantly, they try to modernize the regulatory 
structure applicable to certain sectors in the financial 
services industry within the current framework, including 
insurance.",16
CHRG-110hhrg35406.htm," Some of the gains made in homeownership 
among low-income households and minorities are in turn being 
erased. ",15
CHRG-109hhrg28023.htm," Take the soldier, who receives an income at the maximum 
level. That soldier receives also the basic housing allowance. 
That allowance, while comparable to the voucher, will cause the 
soldier to exceed the maximum income by virtue of that 
allowance being considered income, whereas the voucher was not.
    This clearly is a form of discrimination against the people 
who serve this Nation so well on a daily basis.",15
CHRG-109hhrg30537.htm," The bill 
proposes a maximum rent for all tenants in revitalized projects 
of 30 percent of adjusted income. We don't believe that this 
would work unless there is a subsidy involved as well, for the 
reasons that have pretty much already been raised here.",16
NHTF Hearing.txt," The difference is that unlike the Federal Government, 
States must pass a balanced budget, which will increase 
the possibility of instability to these funds. 

If the States have been able to manage the funds in that fiscal 
environment",15
NHTF Hearing.txt," the fact that the 
money has been identified from the GSEs is very important. We 
know it is available. We know it is not onerous. We know they can 
afford it. We know they need to be doing something like this. The 
money is not going anywhere else. 

With respect to the FHA funds, because of what has been identified, 
again, new money, not presently allocated for any other purpose, 
I think this is just a great way to fund a housing trust fund 
which the country needs and has needed for a long time. ",15
NHTF Hearing.txt," the Federal Government has abdicated this responsibility 
to close this gap. I’m going to read to you a sentence from 
the Congressional Record, a quote, ‘‘If we in Congress had not succumbed 
to the administration’s efforts to slash, cut and terminate 
our assisted housing programs many of the people on our streets 
today would not be there.’’ 

This might well have been plucked randomly from most of the 
homelessness and housing hearings over the past 7 years. In fact, 
it is a quote from the late Housing Subcommittee and later full 
committee chair, Henry Gonzales, rising on the House Floor on 
March 5, 1987, to speak in support of the bill that would become 
the McKinney-Vento Homeless Assistance Act. ",15
GSE hearing.txt," The GSEs are not a regulator. They are an investor 
in mortgages. And the real answer, I mean, to the question that 
you have asked, is that the GSEs had no supervision over the 
subprime lenders, even remotely, because they originated a class of 
product that the GSEs were not purchasing, I mean, other than in 
an—out of the marketplace, in a AAA strip. So, they really fell 
under, if you will, the radar screen, relative to regulation in that 
respect. ",15
HR1892 hearing.txt," the most important things that this Congress can do as 
we search for ways to help those who have been harmed by the 
subprime market is to give FHA the tools it needs to be a viable 
alternative for first time and lower income borrowers. That is why 
this hearing on FHA modernization is both timely and critical. By 
modernizing FHA we can provide another alternative for low-income 
borrowers who may otherwise be forced into higher cost 
subprime loans or even predatory products. By moving quickly to 
modernize FHA, we can provide a safe alternative for hundreds of 
thousands of lower income credit-worthy borrowers looking to either 
purchase a new home or avoid foreclosure. ",16
GSE hearing.txt," the regulator must have a funding stream, separate 
and apart from the annual appropriations process. In order to be 
credible and effective, the regulator must additionally have genuine 
independence from the political system. Such independence must 
consist of complete autonomy from the enterprises, include sufficient 
protection from outside special interests, and provide for substantial 
insulation from political interference. 

A strong regulator must further have robust supervisory and enforcement 
powers. In this regard, many have suggested that we 
should model GSEs safety and soundness regulation on that of 
other financial institutions. I agree with this sensible concept. 

In fact, the general goal of our longstanding regulatory reform 
debates has been to make GSE supervision more bank-like.",15
NHTF Hearing.txt," the trust fund under consideration 
today would actually compete. Let me stress, it would 
actually compete with our existing efforts to secure scarce resources. ",15
NHTF Hearing.txt," These are private corporations with shareholders 
and stock, and I think there would be, again, downward 
pressure put on them to produce. They have to find that money 
somewhere. ",16
NHTF Hearing.txt," We can afford 
to help the least, the last, and the lost. That is what this bill proposes 
to do. ",15
NHTF Hearing.txt," We can see from local housing trust funds that the 
concept works. There are over 600 local or State housing trust 
funds today. In big cities, such as New York City, the effort is underway 
to try to create or preserve 4,300 units with a trust fund. 
In Chicago, the goal is 5,500 rental subsidized units, not over 30 
percent of median income, to meet the city-wide goal of producing 
affordable housing. 

In smaller communities, many that are in high-cost areas, such 
as Boulder, Colorado, the explicit goal of the City is to use a housing 
trust fund to make sure that 10 percent of the housing stock 
is permanently affordable. In Boulder, that amounts to 2,700 units 
of which 2,100 would be rental, and 600 would be ownership. 

In another high-cost area, Mountain View, California, they are 
using the housing trust fund of Santa Clara County there where 
Catholic Charities just produced an award winning single room occupancy 
facility for people earning between $15,000 and $30,000 a 
year. That is 20 percent of average median income, using the flexibility 
that only a housing trust fund makes possible. 

At the State level, Washington State is considered as one of the 
most effective State housing trust funds. They have over the years 
amassed $500 million and leveraged $2 billion in 32,000 units, 
mostly rental. ",15
CHRG-110hhrg45624.htm," We need to 
have the kind of regulatory system that among other things 
provide some safeguards, because as I said, some of the most 
sophisticated entities and investors have been involved in this 
and that means we have to broaden it.",15
HR1892 hearing.txt," Yes, we, the National Association of Realtors, 
support borrowers having the option of getting information about 
the availability of counseling services and recognize the importance 
for many families to get that extra instruction to make financial 
decisions about this very important purchase. ",15
NHTF Hearing.txt,"

I hear from constituents in my district. I hear from the Brucker 
Family in Wills Point who writes, ‘‘No increase in taxes. My family 
is only one breath away from losing our home as it is.’’ 

I hear from the Stevens Family in Forney, Texas, ‘‘If our taxes 
increased $2,755, we would not be able to pay our mortgage.’’ And 
the list goes on and on and on. We need to realize that more spending 
fuels more taxes which makes homes less affordable. ",16
GSE hearing.txt,"

We believe that any meaningful reform legislation must create a 
new, independent regulator with the authority to strictly prevent 
Fannie Mae and Freddie Mac from entering the primary market. 
It must also possess the regulatory and supervisory authorities 


11 


equivalent to that of the Federal banking regulators, including the 
authority to adjust portfolio holdings and capital requirements for 
safety and soundness. 

The independence of the Federal regulator is also a crucial element. 
A structure that provides autonomy from the congressional 
appropriation process is essential. Most importantly, the unique cooperative 
structure of the Federal Home Loan Banks must be preserved. ",15
