Document ,Excerpt Copy,Code
NHTF Hearing.txt,"
Mr. CISNEROS. There is very solid scientific evidence that shows 
that children in stable housing do better, not just in school but psychologically 
and in other ways. There is actual medical evidence 
that shows health conditions improve with the decency and stability 
and safety of housing. Overcrowding, substandard conditions, 
unsafe housing, lead paint problems, all of those impact children. 

I think it was Sheila’s group that just published or at least published 
another group’s report that said that actually, among minorities, 
they cite the quality of their marriage is impacted first 
and foremost by the quality of housing, more than any other factor 
but how much disposable income you have. The stability of the 
family is impacted by the quality of the housing.",33
NHTF Hearing.txt,"
Those who do manage to purchase a home face additional struggles. 
Studies show that minorities are 30 percent more likely to receive 
a higher priced loan than white borrowers, even after accounting 
for risk. 

Of course, housing affordability is not just a problem for minorities. 
People of all backgrounds are finding it harder and harder 
than ever to pay for housing. 

According to the Joint Center for Housing Studies at Harvard 
University, more than one in seven U.S. households spend more 
than half their income on housing. 

Finding affordable rental housing is another growing problem. In 
the 10 years between 1993 and 2003, two million affordable housing 
units were lost. HUD estimated in 2005 that they were only 77 
units affordable and available for every 100 low-income renters. 

That means nearly a quarter of low-income families do not have 
access to decent rental housing. Whether you look at the facts or 
consider personal experiences, the conclusion is the same. Affordable 
housing is no longer merely a problem, it is a crisis, and we 
must all do our part to address it. ",33
CHRG-108hhrg88663.htm,"A January, 2002 GAO report compared the six active Federal 
housing programs and found that Section 8 vouchers were the 
most cost-effective.",33
CHRG-108hhrg88663.htm,"A National Association of Redevelopment Officials report 
shows States would face a 1.1 billion to 1.8 billion in costs 
to close the funding gap created by the administration's block 
grant proposal. California represents a large component of the 
Section 8 program, with 14 percent of the Nation's vouchers and 
16 percent of the Nation's leased vouchers. ",33
CHRG-110hhrg35406.htm,"  Secretary Jackson. First of all, Congresswoman, I would 
disagree with you. I don't think it's our responsibility to 
tell people how they want to refinance their home or how they 
will finance their home. I do believe that if we do the FHA 
modernization--
    Mrs. Maloney. Well, calling a point of privilege, I wasn't 
saying that we should tell them how to finance their home or 
refinance their home; I was saying that if they could get into 
affordable housing, they would not be going into risky loans. I 
don't think anyone supports people going into loans that they 
can't afford; it certainly does not help the consumer, would 
you agree?
    Secretary Jackson. No, that's not true, Congresswoman, 
because many people do not want to deal at this present stage 
with FHA because it's so cumbersome, so they are going into the 
subprime loans. That's one of the reasons that I am just very, 
very concerned with this process. We want to change that. I 
agree with you. They shouldn't go into these loans. But many of 
these persons, like we just read in the paper the other day, 
prey on minorities--blacks and Hispanics--and when they sign 
these notes, they say it's 3 percent, but when you look at it 
it's actually 8 or 9 percent.
    They enter these agreements on their own. Now, we have done 
a lot of investigation through FHA--I mean, I'm sorry, through 
fair housing, equal opportunity--and we're beginning to come 
down on a number of these subprime lenders. That's what we can 
do. But we can't--
    Mrs. Maloney. Congratulations. Could you give us a report 
to this committee on who you came down on? Did you come down on 
Sentry? It's reported that they may be going bankrupt. They had 
a story about an 80-year-old woman who had a loan for $800; 
they refinanced it for her, to help her, so that now her 
payment was $4,000. She obviously lost her home.
    Secretary Jackson. That's right.
    Mrs. Maloney. So what are you doing? Seriously, I would 
love to see this in writing, because this is a huge crisis in 
the country. And if you've been going after these people, I 
think we should know about it.
    Secretary Jackson. I'll be happy to do it--give it to you.
    Mrs. Maloney. Have you taken steps against Sentry?
    Secretary Jackson. I can't tell you specifically against 
Sentry. I don't know exactly, but I'll get that information to 
you very quickly.
    Mrs. Maloney. Well, my time is up. And all I can say is, 
millions of people are turning their eyes to you and hoping 
that HUD can help with affordable housing; it's one of the 
biggest challenges that we confront in this country.",34
NHTF Hearing.txt," I have made a commitment, not before 
this committee but before the Senate Appropriations and House 
Appropriations Committees that the fund will not go positive under 
my watch. When it comes time— 

The CHAIRMAN. That may seem direct to you, but it doesn’t to 
me. Are you planning in the near term to increase the FHA single 
family premium? 

Mr. MONTGOMERY. So I don’t have to ask Congress for $143 million 
in appropriation. Yes, sir. That’s what— ",34
NHTF Hearing.txt," I have made a commitment, not before 
this committee but before the Senate Appropriations and House 
Appropriations Committees that the fund will not go positive under 
my watch. When it comes time— 

The CHAIRMAN. That may seem direct to you, but it doesn’t to 
me. Are you planning in the near term to increase the FHA single 
family premium? 

Mr. MONTGOMERY. So I don’t have to ask Congress for $143 million 
in appropriation. Yes, sir. That’s what— ",34
HR1892 hearing.txt," I work with 
my friend from Texas on a lot of issues, and there are a lot of areas 
where this committee can cooperate across party lines, but nowhere 
have the differences that do exist between the parties been made 
more clear than in his last statement when he described the effort 
by the gentlewoman from California and myself to provide more 
funding for affordable housing as ‘‘extortion.’’ The FHA is a Federal 
agency created by Federal law. And the notion that it is ‘‘extortion’’ 
to try to use some of the surplus funds it has been generating to 
help provide affordable housing greatly defines the difference between 
the parties. 

I noticed that the gentlewoman from Illinois—who temporarily 
had to leave and who has been a very constructive member also— 
said, ‘‘Well, we should not be using FHA funds for other purposes.’’ 
Maybe she missed this, but during the entire period of Republican 
majority rule, that is exactly what was happening. The FHA was 
producing surpluses which went into the general treasury, and 
they have been used to support such non-housing related issues as 
the war in Iraq, nuclear testing, or anything else the Federal Government 
does. This notion that money should not come from the 
FHA for other purposes is a very new one because the FHA has 
been a money maker for the rest of the Federal Government in the 
past. Now it is true that many of us—including the gentlewoman 
from California and I—believe that if the FHA continues to generate 
surpluses, and we certainly will guarantee that first claim on 
any monies goes to keep the FHA functioning, but the question is 
should the surpluses go into the general treasury and help offset 
everything else the Federal Government does, such as farm subsidies, 
the war in Iraq, bridges to nowhere, and all of those other 
purposes for which it was put, or should we target it towards affordable 
housing? ",34
HR1892 hearing.txt," provision authorizing loan limit increases 
for FHA rental housing loans in high cost areas where current 
FHA loan limits do not keep pace with local construction costs. ",34
NHTF Hearing.txt," We keep back a certain amount of receipts 
which by the way, I have no receipts for next year, as it— 

The CHAIRMAN. You are not answering my question and I am 
going to ask it again. How much are you now getting that you 
think this will take away from you and tell me where. 

Mr. MONTGOMERY. If you look at the budget, receipts of about 
$700 million from this year are used to offset HUD— 

The CHAIRMAN. You are getting $700 million this year, you said, 
right? 

Mr. MONTGOMERY. Every penny of it offsets HUD’s budget. 

The CHAIRMAN. The bill that we passed, the combination of the 
FHA bill and the housing trust fund bill, how much of that $700 
million would it take away from you? You said it would take money 
away from you. Would it take any of that money away from you? 

Mr. MONTGOMERY. Well— 

The CHAIRMAN. It is a fairly straightforward question. 

Mr. MONTGOMERY. It would take money away from HUD because 
every penny— 

The CHAIRMAN. Commissioner, please, you know better than 
that. I am asking you a straightforward question. The $700 million 
you cited, would anything we are doing reduce that? 

Mr. MONTGOMERY. Every penny of our receipts— 

The CHAIRMAN. Can you give me a straight answer? 

Mr. MONTGOMERY. I am trying to. 

The CHAIRMAN. No, you are not. You are trying to evade it. You 
said you are getting $700 million now. What are we doing that— 
would anything we are doing diminish that current flow of funds? 

Mr. MONTGOMERY. Maybe I am not understanding the question. 

The CHAIRMAN. Sure, you are. 

Mr. MONTGOMERY. But every— 

The CHAIRMAN. In the bill, what would diminish the current flow 
of funds? What in the FHA bill— 

Mr. MONTGOMERY. Because it has to be covered via the appropriation 
process. 

The CHAIRMAN. What has to be covered? The bill says, the FHA 
bill, that we increase revenues by raising the level of housing price 


29 


you can go to and we take the capital off the HECMs. That would 
generate some additional revenue. 

It certainly does not affect any existing revenue. Does anything 
that is being contemplated—if we were not to pass either bill, you 
do not lose anything, do you? 

Mr. MONTGOMERY. Sir, the point I was trying to make earlier— 

The CHAIRMAN. I understand the point, you are trying to evade. 

Mr. MONTGOMERY. The appropriators— 

The CHAIRMAN. Excuse me, Commissioner. 

Mr. MONTGOMERY. The HUD budget is those receipts, and that 
is the point I was trying to make earlier; there is no excess. 

The CHAIRMAN. In the first place, that is a fiction, when they do 
the appropriation. Secondly, the question is we are talking about 
generating additional revenues for the FHA. 

I really am disappointed that you evaded the question. I take it 
nothing we are doing would diminish your current flow of funds. 

Are you confident that if we were in fact to go ahead with these 
increased revenue sources for the FHA through taking a cap off 
home equity mortgages and raising the amount of mortgages you 
can insure, that the Administration would ask that all of that be 
credited to the FHA? 

Mr. MONTGOMERY. Sir, I am sorry. 

The CHAIRMAN. No, I want an answer to that question. 

Mr. MONTGOMERY. I think I understand your question now, sir, 
I am sorry. Yes. We have— 

The CHAIRMAN. Answer the question I just asked you. If we were 
to generate the new revenues that are in the bill and did not assign 
them to the housing trust fund, are you confident the Administration 
would ask they go to the FHA? 

Mr. MONTGOMERY. Sir, we hold back what we need. 

The CHAIRMAN. Excuse me, Commissioner. You understand that 
is not an answer to the question I asked. You really do. 

Mr. MONTGOMERY. No, I do not understand, sir. I am trying to 
answer your question here. Sir, my point is— 

The CHAIRMAN. No, you are not. This is disappointing to me. 

Mr. MONTGOMERY. We hold back what we need to cover claims 
which vary year-to-year, the gift downpayment programs I referenced 
earlier. 

The CHAIRMAN. I am talking about HUD. You know you are 
switching ground. You said HUD gets credit—you keep switching 
between the FHA and HUD in general, for purposes of obfuscation, 
which disappoints me. 

You said that HUD gets credit for the additional revenues that 
the FHA generates, correct? You did say that? 

Mr. MONTGOMERY. Yes. 

The CHAIRMAN. The legislation we are talking about doing would 
generate additional revenues for the FHA. You are aware of that? 

Mr. MONTGOMERY. Yes. The point is that— 

The CHAIRMAN. No. 

Mr. MONTGOMERY. They would have to go back to the HUD 
budget from the appropriators which is what they have always 
done. 

The CHAIRMAN. Yes. I have asked you this question which you 
pretend not to understand. Are you confident that if we were to 


30 


generate these additional revenues by taking the cap off the home 
equity mortgages and raising the amount of mortgage you could insure, 
that the Administration would ask that HUD get the credit 
for that in its appropriation and that the appropriated amounts for 
HUD would increase? 

Mr. MONTGOMERY. Sir, that, I do not know. 

The CHAIRMAN. You know the answer is no. 

Mr. MONTGOMERY. I would say give it to the HOME program. 

The CHAIRMAN. I did not ask you what you would say. Again, you 
know you are deliberately not answering. I did not ask you what 
you would say. The point is this, what we have are constraints on 
the HUD budget and the notion that if we were to increase money 
for the FHA, that would be additive to the HUD budget, is not 
true. I believe you know it is not true. I am disappointed that you 
would even pretend that it might be the case. 

The HUD budget is constrained by other factors. In fact, it is the 
Administration that is trying to raise the FHA fees. We have legislation 
to prevent you from raising them. The legislation we are 
talking about says that if any of these revenue diversions were to 
jeopardize the FHA solvency and require more money from the appropriators, 
it would not go into effect. 

Your notion is that we would get a total additional for HUD, that 
HUD would get the credit for any additional FHA money, and that 
simply has not been the case. During your tenure, has that been 
the case? Has the HUD budget overall increased proportionately? 
Have FHA surpluses gone up? 

Mr. MONTGOMERY. About $1.6 billion this year from the previous 
year. 

The CHAIRMAN. Did it go up proportionately because of the FHA 
getting more funds? 

Mr. MONTGOMERY. The FHA is self-sufficient, sir. 

The CHAIRMAN. Commissioner, please, stop that. You said that 
the HUD gets— 

Mr. MONTGOMERY. We are in the hole right now, sir. We are in 
the hole. I do not have any money. 

The CHAIRMAN. In the past, throughout your tenure, has the 
FHA been losing money? 

Mr. MONTGOMERY. Sir, as you know, we are trying to fix FHA 
from being in the hole but it was not too long ago, including under 
Secretary Cisneros, FHA was generating a lot of money. That is not 
the case today. As we all know, and this committee was great in 
helping us get the FHA bill through— 

The CHAIRMAN. I agree with that. The point is there has been no 
correlation between the FHA surplus or deficit and the HUD budget. 
Here is your argument, that we should not take additional revenues 
we generate for the FHA and put them into affordable housing 
because otherwise it would have gone to the HUD budget. I do 
not think anybody in the world believes that is true. I am disappointed 
to hear you say it. 

Mr. MONTGOMERY. Sir, I am just looking at the budget we publish 
every year, and it clearly has a credit for our receipts under 
the HUD budget. I know what you are trying to say, sir. Looking 
at what it has on our budget books— 


31 


The CHAIRMAN. You said the FHA has been losing money recently. 


Mr. MONTGOMERY. I am sorry, sir? 

The CHAIRMAN. It has been losing money, correct? 

Mr. MONTGOMERY. We will start losing money in about 2 months, 
sir. 

The CHAIRMAN. You told me you are losing money now. You said 
you were in the hole. 

Mr. MONTGOMERY. The die has been cast, that we are not producing— 


The CHAIRMAN. You just said—Commissioner, I have never been 
more disappointed in somebody’s testimony than yours. The notion 
that the HUD budget goes up, that there is a causal link between 
increased FHA revenues—of course, as my colleagues point out, 
this Administration keeps trying to cut the budget. We have been 
able to stop some of that. 

The notion that the additional FHA money would translate into 
additional funding for HOME or CDBG, if that is the argument 
against this bill, I look forward to the debate. ",34
NHTF Hearing.txt,"Commissioner, please, stop that. You said that 
the HUD gets— 

Mr. MONTGOMERY. We are in the hole right now, sir. We are in 
the hole. I do not have any money. 

The CHAIRMAN. In the past, throughout your tenure, has the 
FHA been losing money? 

Mr. MONTGOMERY. Sir, as you know, we are trying to fix FHA 
from being in the hole but it was not too long ago, including under 
Secretary Cisneros, FHA was generating a lot of money. That is not 
the case today. As we all know, and this committee was great in 
helping us get the FHA bill through— 

The CHAIRMAN. I agree with that. The point is there has been no 
correlation between the FHA surplus or deficit and the HUD budget. 
Here is your argument, that we should not take additional revenues 
we generate for the FHA and put them into affordable housing 
because otherwise it would have gone to the HUD budget. I do 
not think anybody in the world believes that is true. I am disappointed 
to hear you say it. 

Mr. MONTGOMERY. Sir, I am just looking at the budget we publish 
every year, and it clearly has a credit for our receipts under 
the HUD budget. I know what you are trying to say, sir. Looking 
at what it has on our budget books— 


31 


The CHAIRMAN. You said the FHA has been losing money recently. 


Mr. MONTGOMERY. I am sorry, sir? 

The CHAIRMAN. It has been losing money, correct? 

Mr. MONTGOMERY. We will start losing money in about 2 months, 
sir. 

The CHAIRMAN. You told me you are losing money now. You said 
you were in the hole.",34
HR1892 hearing.txt,"Finally, the most significant difference 
between the bill I introduced and the Frank-Waters FHA reform 
proposal is of greater concern to me and many of my colleagues and 
that is the inclusion of a provision that creates a funding place 
holder that envisions using FHA funds to support the creation of 
a national housing trust fund. While the other provisions that I 
have mentioned are the ones that represent significant differences 
between our introduced bills, using FHA program funds to create 
a housing trust fund is the most objectionable, and I believe that 
it is not an appropriate use of FHA funds. Taking funds out of FHA 
and using them for a purpose unrelated to its core mission would 
threaten the solvency of the FHA fund and its ability to pay out 
on insurance claims. 

There is general agreement on the need for FHA modernization 
legislation. Furthermore, there is no doubt that the FHA program 
can be an important tool for the lower income borrower. ",34
NHTF Hearing.txt,"hat the chairman and many of the majority and those of us on 
this side of the aisle—and there are those with different opinions. 
We have some on this side of the aisle who are actually cosponsors 
of the chairman’s legislation but many of us—we don’t differ on the 
outcome or the goal, what we differ on is the means of achieving 
the goal,",34
HR1892 hearing.txt,"However, the current 
loss of market presence means we are losing FHA’s impact. 
The result is that some families are either turning to more expensive 
financing or just giving up.",34
CHRG-110hhrg35406.htm,"If they lose their home, what are we going to do; let them 
sleep on the street? We have to have alternatives for them and 
should be planning, so what plans do you have to respond to 
this crisis that we're reading about every day in the paper?
    Secretary Jackson. First of all, Congresswoman, I would 
disagree with you. I don't think it's our responsibility to 
tell people how they want to refinance their home or how they 
will finance their home. I do believe that if we do the FHA 
modernization--
    Mrs. Maloney. Well, calling a point of privilege, I wasn't 
saying that we should tell them how to finance their home or 
refinance their home; I was saying that if they could get into 
affordable housing, they would not be going into risky loans. I 
don't think anyone supports people going into loans that they 
can't afford; it certainly does not help the consumer, would 
you agree?
    Secretary Jackson. No, that's not true, Congresswoman, 
because many people do not want to deal at this present stage 
with FHA because it's so cumbersome, so they are going into the 
subprime loans. That's one of the reasons that I am just very, 
very concerned with this process. We want to change that. I 
agree with you. They shouldn't go into these loans. But many of 
these persons, like we just read in the paper the other day, 
prey on minorities--blacks and Hispanics--and when they sign 
these notes, they say it's 3 percent, but when you look at it 
it's actually 8 or 9 percent.
    They enter these agreements on their own. Now, we have done 
a lot of investigation through FHA--I mean, I'm sorry, through 
fair housing, equal opportunity--and we're beginning to come 
down on a number of these subprime lenders. That's what we can 
do. But we can't--
    Mrs. Maloney. Congratulations. Could you give us a report 
to this committee on who you came down on? Did you come down on 
Sentry? It's reported that they may be going bankrupt. They had 
a story about an 80-year-old woman who had a loan for $800; 
they refinanced it for her, to help her, so that now her 
payment was $4,000. She obviously lost her home.
    Secretary Jackson. That's right.
    Mrs. Maloney. So what are you doing? Seriously, I would 
love to see this in writing, because this is a huge crisis in 
the country. And if you've been going after these people, I 
think we should know about it.
    Secretary Jackson. I'll be happy to do it--give it to you.
    Mrs. Maloney. Have you taken steps against Sentry?
    Secretary Jackson. I can't tell you specifically against 
Sentry. I don't know exactly, but I'll get that information to 
you very quickly.
    Mrs. Maloney. Well, my time is up. And all I can say is, 
millions of people are turning their eyes to you and hoping 
that HUD can help with affordable housing; it's one of the 
biggest challenges that we confront in this country.",34
NHTF Hearing.txt,"Indeed, the Affordable Housing Trust Fund outlined in Chairman 
Frank’s bill is modeled to a great degree on one of those HUD initiatives, 
the Home Investment Partnership Program. 

The latest Federal Block Grant for States—I mean, I’m sorry, the 
largest Federal Block Grant for State and local government, HOME 
is designed to create affordable housing for low-income households. 
It is a successful program. It has a proven track record. 

Establishing another, a new housing trust fund, separate and 
apart from HOME and promulgating new regulations and rules at 
HUD could take months or years to properly implement. HOME is 
already up and running with 50 States, 585 local governments, and 
four insular areas presently administering the existing successful 
program. 

Rather than reinventing the wheel, I believe a better approach 
would be to take this opportunity to make an already successful 
Federal program work better by using HOME to increase production 
and preservation of mixed income and rental housing affordable 
to very-low and extremely-low-income families. ",34
CHRG-108hhrg89410.htm,"Mr. Frank. Not beneficiaries. We are talking only about 
employees. You know that, Mr. Jimenez. You are not being honest 
with us intellectually. I am disappointed in that. You know we 
are talking about employees. We are asking about whether a 
Mayor can give money to the Nation of Islam to provide security 
services and hire only congregants of the Nation of Islam? Is 
that----
    Mr. Jimenez. I am being completely honest. I thought I 
heard in your answer something about beneficiaries. However, as 
far as taking religion into account when hiring----
    Mr. Frank. No, answer the question. It is a simple 
question. The Nation of Islam, under these rules, are they an 
eligible grantee and can they then hire only people who are 
members of the Nation of Islam?
    Mr. Jimenez. If the Nation of Islam is a legitimate 
religious organization. I don't know enough about the Nation of 
Islam to comment on that.
    Mr. Frank. I had hoped maybe you would answer a question 
honestly. I think you are not.
    Next one. How about Scientology? Suppose a Mayor somewhere 
gives a grant to the Church of Scientology, which has been 
recognized as a religion. You say legitimate religion. I assume 
the test here is--let me ask. Is there a test other than the 
one we use, the IRS' tax exemption? Is there some other test 
that is going to be involved here as to whether you are a 
legitimate religion? That would make us very nervous. How do 
you decide?
    Mr. Jimenez. The only test that this Administration applies 
is whether or not the services provided by the faith-based 
organization work.
    Mr. Frank. No, Mr. Jimenez, you are changing the subject, 
and you know it. You said you don't know if the Nation of Islam 
is a legitimate religion. I understood they were a legitimate 
religion by the applicable test: They got a tax exemption, and 
they are recognized by the IRS. Are you suggesting that there 
is some additional test as to whether or not you are a 
legitimate religion to qualify?
    Mr. Jimenez. I don't know if there is something else about 
the Nation of Islam that could disqualify them from the 
program.
    Mr. Frank. I am asking you procedurally now. Your 
determination not to answer tough questions is impressive, but 
it doesn't get you away from the tough issues. In this program, 
it says faith-based organizations. We are talking now not about 
HUD but about the entitlement communities. I am the Mayor of an 
entitlement community. Under this program, if it is legally 
recognized as a religion by State and Federal law, are they 
then automatically eligible for grants under the CDBG faith-
based program and can hire only their own?
    Mr. Jimenez. If there were no other disqualifying factors, 
any faith-based organization----
    Mr. Frank. What disqualifying factors would there be?
    Mr. Jimenez. I am not familiar enough.
    Mr. Frank. I get it. I think the fact that you don't 
answer----
    Mr. Jimenez. Sir, I will answer your question as directly 
as I can.
    Mr. Frank. What about Scientology?
    Mr. Jimenez. If they have--sir, if they provide a service 
that fits within the HUD criteria of providing either services 
for the homeless----
    Mr. Frank. Not CDBG--but let me a",34
NHTF Hearing.txt,"Mr. MILLER OF CALIFORNIA. But why? 

Mr. MONTGOMERY. And that is one of the reasons that we are 
forced to raise our premiums. 

Mr. MILLER OF CALIFORNIA. Please answer me. Why? Are you applying 
the same underwriting criteria? If you apply the same underwriting 
criteria on a $100,000 house if somebody got a $3,000 
downpayment to buy, so they owe $97,000, versus somebody who 


22 


bought through a zero downpayment, and they owe $100,000, if you 
apply the identical underwriting criteria, how can you convince us 
that somebody is better off owing $100,000 than they are owing 
$97,000 if the same underwriting criteria has been applied? You’re 
skirting my—I’m not arguing; you’re skirting my question. ",34
